State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Calls,Eve Calls,Night Calls,Intl Calls,CustServ Calls
AL,125,408,384-9243,no,no,0,90,138,106,6,2
ME,19,415,404-5597,no,no,0,123,110,98,4,1
VA,138,415,359-7521,no,no,0,119,96,87,3,3
ID,119,415,327-4795,no,no,0,117,101,111,6,3
NY,137,510,338-7955,no,no,0,120,86,103,6,1
NC,182,415,379-6970,no,no,0,118,113,101,4,2
OH,135,415,351-7807,no,no,0,107,84,94,6,1
HI,134,415,342-9394,no,yes,38,93,57,79,8,1
DC,45,415,384-6264,no,no,0,103,134,92,4,1
TN,129,408,352-4534,no,no,0,145,116,107,6,1
VT,142,415,378-4617,no,no,0,74,142,86,6,4
MD,130,415,364-9567,no,yes,45,120,95,67,2,1
LA,163,408,371-5875,no,yes,23,126,89,104,4,1
HI,105,415,383-6489,no,no,0,99,66,96,7,4
FL,119,415,345-7117,no,no,0,96,80,102,5,2
WY,78,408,384-3902,no,no,0,95,121,109,5,0
NE,92,415,386-2759,no,no,0,98,98,110,4,2
WY,146,415,356-1270,no,yes,11,82,90,89,4,2
OR,125,408,379-1336,no,yes,32,109,109,82,2,1
IN,88,415,354-7201,no,no,0,93,80,88,5,3
MD,83,408,404-5057,no,yes,38,90,94,79,2,0
TN,3,510,407-8012,yes,no,0,96,82,103,6,1
WV,152,510,332-6139,yes,yes,41,128,96,80,2,1
WA,48,510,328-1373,no,no,0,146,109,109,2,3
MS,189,415,411-6501,no,no,0,124,112,91,4,3
OH,95,415,329-8056,no,yes,23,87,101,122,3,0
IN,129,415,415-4564,no,no,0,120,110,95,6,1
CO,66,408,329-6192,no,yes,40,87,89,68,7,0
TX,80,510,384-3904,no,yes,22,115,109,75,1,0
AK,1,408,373-1028,no,no,0,74,79,109,3,1
WV,84,408,369-1220,no,no,0,133,73,69,3,1
MA,96,415,359-9369,no,no,0,111,105,91,7,1
TN,123,415,415-3016,no,yes,34,80,109,81,7,1
ID,116,510,414-7090,yes,yes,29,91,79,131,2,3
DE,105,415,350-2250,yes,no,0,106,123,65,7,3
VA,80,415,383-9355,no,no,0,114,119,109,4,1
MT,157,408,417-3257,no,no,0,67,98,72,6,2
ID,67,510,336-8010,no,yes,30,117,76,113,3,2
IN,141,415,354-7718,no,yes,39,127,88,125,2,0
MD,79,415,358-4412,no,yes,17,95,56,107,4,1
MS,76,408,368-8972,no,no,0,93,80,104,3,0
WA,111,510,407-9841,no,no,0,114,102,97,3,0
OH,94,415,393-5208,no,no,0,135,108,103,2,0
RI,143,408,332-2889,no,no,0,72,99,109,6,4
AR,109,510,374-5530,no,no,0,125,87,74,9,1
AZ,138,415,332-3381,no,no,0,112,107,104,10,2
SC,73,415,344-9347,no,no,0,45,87,71,6,0
KY,21,415,412-1991,no,no,0,95,70,78,3,5
AL,148,415,393-4528,no,yes,21,135,96,109,4,1
NE,103,408,347-2378,no,no,0,91,82,103,3,1
MT,143,408,385-2699,no,yes,22,116,99,130,3,1
MN,79,408,383-4319,no,yes,32,62,87,121,4,2
NV,89,415,352-7915,no,no,0,59,152,112,5,1
CA,120,415,375-5547,no,no,0,110,103,83,3,1
UT,121,415,337-2348,no,yes,41,95,92,108,3,1
IL,101,415,342-8702,no,no,0,66,85,115,4,0
DC,115,408,393-5802,no,no,0,114,96,94,5,2
IN,168,415,384-2219,no,no,0,131,73,100,5,2
NM,90,415,347-6164,no,no,0,96,104,87,1,1
MS,70,510,376-9940,no,no,0,105,135,65,9,3
VT,138,415,354-4352,no,no,0,107,120,119,4,1
VT,43,408,331-8713,no,no,0,125,88,106,3,0
UT,117,510,341-3663,no,yes,20,98,107,147,3,2
KY,108,408,376-4665,no,no,0,105,114,98,3,2
VA,118,408,421-9034,no,no,0,119,112,104,1,2
OH,169,408,401-5169,no,no,0,115,123,103,6,3
AZ,62,408,370-8262,no,yes,42,95,94,70,3,0
NY,86,510,387-2041,no,no,0,125,113,107,0,2
VA,44,408,356-4146,no,no,0,117,94,84,5,0
MD,111,510,372-8883,no,no,0,88,84,88,2,5
MA,127,510,336-1880,no,yes,19,115,101,63,3,2
IL,151,415,347-5843,yes,no,0,70,106,126,4,0
LA,53,415,370-8023,no,no,0,116,82,95,5,2
MO,15,415,417-9814,no,no,0,101,79,83,5,2
DC,123,408,387-3422,no,yes,28,105,78,128,8,1
PA,137,415,365-1664,no,no,0,76,118,129,4,1
TN,106,415,367-2436,no,no,0,142,139,61,9,2
NJ,88,510,344-6258,no,no,0,116,74,90,10,3
VA,106,415,353-8928,no,no,0,121,87,91,4,1
TN,95,510,365-7784,no,no,0,57,118,94,2,0
NJ,57,510,330-2635,yes,no,0,65,96,75,1,0
WA,184,408,344-3131,no,no,0,93,77,111,8,2
AR,109,510,378-4294,no,no,0,102,77,74,9,3
WI,127,415,343-9365,no,no,0,93,130,131,5,2
WA,82,510,362-5579,no,no,0,122,102,90,9,2
RI,180,415,366-7616,no,no,0,134,113,87,4,1
ME,174,415,397-2870,no,no,0,98,70,97,9,2
CO,92,415,408-3262,no,no,0,60,73,120,6,2
CO,81,408,372-9091,no,no,0,99,117,98,2,1
RI,125,408,410-3159,no,no,0,108,107,61,5,2
CT,119,408,344-5181,no,no,0,100,53,64,1,0
NC,122,415,396-8662,no,no,0,86,59,67,8,3
WY,34,408,339-6446,no,no,0,80,93,103,7,1
OR,138,415,384-7236,yes,yes,28,117,98,118,2,3
FL,90,415,353-5257,no,yes,24,82,103,111,1,1
KY,73,408,369-7295,no,no,0,121,83,86,2,2
SC,19,510,408-5322,no,no,0,116,109,130,3,1
WA,120,408,344-9620,no,yes,28,123,76,78,3,1
MT,160,415,329-8436,no,no,0,113,69,62,4,3
PA,141,510,414-6739,no,no,0,121,125,112,5,0
MA,90,408,406-1730,no,no,0,72,93,86,5,2
VT,72,415,336-9327,no,no,0,117,96,93,4,2
MN,117,408,378-7418,no,yes,21,112,110,85,7,1
IL,79,408,412-6019,yes,no,0,134,111,124,4,2
AR,87,408,390-4789,no,no,0,119,83,96,4,1
MD,102,415,386-9774,no,no,0,56,118,93,3,1
MT,49,408,353-8970,no,no,0,91,146,114,2,1
VT,67,408,410-5370,no,no,0,107,104,115,2,6
CO,107,415,404-4421,no,no,0,100,79,100,5,2
NC,190,408,409-3353,no,no,0,101,95,123,4,2
WA,118,510,422-2571,no,no,0,80,87,115,4,2
TN,120,415,412-3404,no,no,0,133,149,78,6,0
AR,94,408,333-2964,no,no,0,114,118,71,5,0
DC,115,510,406-6669,no,yes,29,81,109,87,2,1
MN,61,415,409-8802,no,no,0,67,106,116,6,1
IA,143,510,354-6183,no,yes,33,130,114,111,6,1
KS,110,510,354-2434,no,no,0,69,94,129,11,1
ND,104,415,389-7620,no,no,0,92,109,98,4,1
MT,16,510,338-1724,no,no,0,65,90,94,8,1
IL,183,510,399-1750,no,no,0,87,116,109,2,0
DC,147,408,354-8914,no,no,0,92,107,95,8,2
KY,58,415,409-2983,no,no,0,116,103,94,2,2
MS,102,510,329-9689,yes,no,0,81,90,66,8,3
TN,123,415,337-8950,no,no,0,98,77,114,4,3
IA,64,415,374-1836,no,yes,43,100,108,91,6,1
AK,103,510,359-9454,no,no,0,62,53,96,3,2
MN,152,415,378-9542,no,no,0,60,100,63,7,1
WV,124,415,344-1970,no,no,0,112,109,94,4,1
OR,97,415,417-2774,no,no,0,121,141,120,2,1
MS,131,415,333-9002,no,no,0,95,109,129,3,1
ME,57,415,369-8576,no,yes,33,105,79,90,11,2
MN,157,510,372-6920,no,no,0,92,85,85,5,2
GA,194,510,333-6575,no,no,0,106,150,122,4,0
DC,66,415,410-1190,no,no,0,107,99,106,2,1
GA,155,510,376-1641,no,no,0,90,119,103,4,0
NY,123,415,329-6731,no,no,0,104,117,95,5,4
OK,116,510,393-3976,no,no,0,90,114,96,4,2
OK,63,415,388-7355,no,no,0,78,133,121,6,1
GA,64,510,412-7791,no,no,0,78,115,116,5,3
NJ,96,510,368-6111,no,no,0,122,116,89,1,3
MN,53,415,401-9420,no,no,0,106,56,124,2,1
ME,105,510,352-5750,no,no,0,113,128,114,7,3
MI,53,510,417-3702,no,yes,37,99,99,112,9,2
MT,101,415,353-5714,no,no,0,130,101,52,4,1
NE,129,510,409-9494,no,yes,30,95,102,108,7,3
ND,122,408,395-1901,no,no,0,141,136,100,5,1
VA,163,415,378-8342,no,no,0,100,46,116,3,5
VT,93,408,417-6044,no,no,0,120,85,107,9,0
OH,115,510,348-1163,yes,no,0,81,106,107,8,1
AL,25,408,337-4600,no,no,0,80,66,80,4,1
DC,73,408,355-5922,no,no,0,92,114,128,5,1
ND,120,415,369-5810,no,no,0,88,99,90,2,2
TN,196,415,340-8291,no,no,0,80,120,96,8,1
DE,97,510,354-7397,no,no,0,90,127,103,4,0
NY,148,408,407-7464,no,no,0,120,99,105,4,1
AL,85,408,386-6411,no,yes,30,107,101,104,5,1
OK,86,510,397-3746,yes,no,0,131,102,118,2,2
MS,78,415,410-5236,no,yes,13,93,101,129,5,2
MD,106,415,409-2412,no,no,0,89,67,90,4,3
NE,147,415,400-7280,no,yes,38,126,109,91,8,2
AR,145,415,332-5820,no,no,0,89,121,121,3,1
IL,91,415,373-4483,no,no,0,100,107,89,3,3
IN,81,408,347-6717,no,yes,46,124,103,98,2,4
UT,116,415,380-2929,no,yes,24,90,94,82,6,1
LA,69,415,420-7692,no,yes,37,98,105,117,4,1
ID,135,510,380-6437,no,no,0,130,90,59,3,0
KY,73,510,377-8309,no,no,0,102,110,71,8,2
MI,48,415,407-2718,no,no,0,88,117,137,9,1
NH,125,415,357-1938,yes,no,0,78,142,84,2,0
WV,100,415,381-3735,no,no,0,102,97,93,4,1
OR,165,415,409-8453,no,yes,33,140,111,115,3,0
SD,64,415,395-6758,no,no,0,98,103,89,2,2
MD,116,510,399-5424,yes,yes,27,137,60,121,5,1
ND,147,408,409-4671,yes,yes,35,109,67,76,2,3
TN,115,415,374-6525,no,no,0,113,102,119,7,1
MO,84,415,406-8665,no,yes,35,138,116,107,16,4
IL,86,510,342-7716,no,yes,16,105,111,117,2,4
UT,134,415,417-2221,no,no,0,85,114,106,7,2
MI,105,415,376-5213,no,no,0,106,77,107,2,0
AR,88,408,348-7448,no,no,0,119,107,106,5,2
TX,90,408,328-8179,no,yes,27,51,118,111,6,2
AK,86,408,389-4602,no,no,0,85,88,104,1,1
TN,37,415,413-2238,no,no,0,126,110,98,3,4
NH,141,415,402-3370,no,yes,32,92,107,111,3,1
NM,148,408,348-6008,no,no,0,148,87,99,3,2
MN,163,408,371-5655,no,yes,22,91,102,109,2,2
IA,89,415,374-5224,no,yes,35,108,100,74,3,1
RI,63,415,371-1187,no,no,0,126,98,73,3,0
AL,102,415,337-1100,no,no,0,106,102,75,7,2
NC,76,510,421-8141,no,no,0,94,80,114,4,1
SD,104,408,406-2678,no,no,0,92,87,65,6,2
MT,109,510,415-9649,no,no,0,82,109,80,9,3
HI,105,510,364-8128,no,no,0,116,95,104,9,2
MT,63,415,356-7817,no,yes,33,111,89,55,4,1
KY,105,415,404-6357,no,yes,24,99,118,109,3,3
DC,68,415,398-2138,yes,yes,39,140,89,72,5,1
CO,63,408,378-8029,yes,yes,21,99,89,114,4,1
MI,74,415,386-4215,no,no,0,114,121,85,7,3
AL,76,415,367-8156,no,no,0,85,66,113,2,0
KS,91,408,382-8079,yes,no,0,110,98,106,2,2
NC,101,415,354-2985,no,no,0,114,123,122,6,5
SC,116,408,373-6922,no,no,0,120,90,99,4,0
CO,131,415,397-7125,no,yes,23,145,93,100,1,1
MN,84,415,333-6296,no,no,0,114,107,104,3,1
WY,104,415,365-6022,no,no,0,100,58,98,4,2
FL,108,510,365-1688,no,no,0,112,73,90,5,3
NY,111,415,382-4872,no,no,0,117,91,123,9,0
OK,155,408,367-6136,no,yes,30,103,110,96,5,1
ME,66,510,404-3592,no,no,0,85,112,83,3,1
NE,64,510,415-2949,no,no,0,73,65,119,5,1
OH,69,415,375-8880,no,no,0,122,111,87,1,2
CT,116,415,335-6832,no,no,0,73,87,89,5,3
DC,101,415,361-8367,no,no,0,84,115,109,7,0
OK,15,415,408-2002,no,no,0,130,86,33,5,2
NJ,88,415,347-8659,no,no,0,136,72,118,2,4
IA,197,415,376-2922,no,no,0,96,111,109,3,0
VA,50,415,382-2182,yes,no,0,108,102,62,6,2
VA,172,510,408-2089,no,no,0,123,94,72,7,2
NM,188,415,369-6890,yes,yes,26,115,67,118,3,1
FL,85,408,347-2951,yes,no,0,86,127,109,3,3
RI,103,510,420-6324,yes,no,0,128,92,130,2,1
NJ,136,408,402-7650,no,yes,27,84,147,110,4,3
NE,155,408,391-2702,no,yes,21,91,84,111,4,0
WV,145,415,383-3375,no,no,0,97,101,106,2,2
WY,116,510,392-2733,no,yes,12,108,118,80,6,2
SC,152,408,397-9933,no,no,0,92,96,89,5,2
MS,65,415,383-9306,yes,no,0,123,112,71,10,0
ND,180,415,369-1929,no,no,0,105,101,73,5,3
IL,67,415,369-4377,no,no,0,117,124,141,6,0
OR,60,415,366-9430,no,no,0,109,112,115,9,0
UT,138,510,353-7407,no,no,0,96,94,63,8,0
IA,44,415,359-7426,no,no,0,139,94,66,3,4
ME,25,510,332-7391,no,no,0,69,117,82,6,2
WY,145,408,405-6559,no,no,0,82,103,109,3,1
WI,122,510,338-8784,no,yes,28,62,88,84,3,2
SC,121,415,415-6347,no,no,0,126,82,81,9,0
DC,55,510,354-5058,yes,no,0,77,100,92,3,0
CT,77,415,342-5701,no,no,0,84,125,72,4,1
OR,12,415,378-4179,no,no,0,98,90,95,7,2
OR,64,510,407-6391,no,no,0,93,114,78,3,3
NV,92,415,404-3105,no,yes,44,95,73,121,1,2
MN,125,415,390-9735,yes,yes,29,81,112,117,6,1
OK,160,408,350-4820,no,no,0,117,129,121,2,1
KS,79,415,383-8807,no,no,0,83,84,142,8,0
RI,36,415,366-8382,no,no,0,97,104,110,7,3
DC,102,415,402-9704,no,no,0,92,123,131,4,2
IL,138,408,405-2209,yes,no,0,81,115,96,4,1
UT,164,510,397-3939,no,no,0,95,94,100,3,3
MN,125,415,343-2689,no,no,0,82,85,74,3,0
WI,72,408,383-9448,no,no,0,113,112,79,7,2
MI,74,415,359-6232,no,no,0,86,99,121,5,3
MI,134,415,369-9772,no,yes,41,82,77,112,5,0
MA,145,415,381-7003,no,no,0,89,119,69,4,1
AL,136,510,352-6732,no,no,0,91,111,107,5,0
SC,209,510,388-7540,no,no,0,124,110,69,5,3
WI,66,415,356-3333,yes,no,0,84,88,107,3,3
VT,152,510,333-9664,no,yes,20,108,82,145,5,1
CT,162,408,363-3763,no,no,0,121,136,97,13,1
OR,72,510,345-7900,no,no,0,133,96,97,3,2
HI,101,415,400-5511,no,no,0,89,114,85,7,4
WV,125,415,381-7597,no,no,0,128,71,116,3,0
RI,46,408,404-9775,no,no,0,105,83,89,2,2
MI,132,408,389-4608,no,no,0,104,132,87,3,1
ME,193,415,403-1742,no,yes,31,58,105,108,3,0
WV,63,510,328-9797,no,no,0,69,135,94,4,0
NE,124,510,359-9223,no,no,0,134,113,111,3,1
DC,144,415,336-7696,no,no,0,101,127,68,2,0
NH,116,408,369-2214,no,yes,24,138,90,89,3,2
MD,189,415,411-1325,no,yes,30,116,50,108,6,1
NH,97,408,410-7553,no,yes,28,93,98,78,8,1
WV,137,510,376-4284,no,yes,50,94,106,100,4,2
IL,142,415,334-2800,no,yes,38,104,114,127,6,0
OK,84,510,369-1904,no,no,0,125,88,121,2,1
NH,119,415,359-3833,no,yes,19,110,100,123,6,1
MI,158,415,348-5569,no,no,0,103,95,82,3,1
ND,50,415,342-1960,no,no,0,127,100,105,6,1
LA,98,408,352-9050,no,no,0,82,118,83,5,2
HI,101,415,390-5316,no,yes,24,95,86,90,9,2
NJ,182,415,418-8568,no,no,0,124,108,104,11,2
WV,51,408,401-4844,no,no,0,111,69,87,3,0
NC,117,510,376-5471,no,no,0,94,149,102,1,2
PA,92,415,409-2917,yes,no,0,125,111,101,3,0
MI,86,408,369-6308,no,no,0,71,91,155,3,2
WY,122,415,357-7385,no,no,0,93,103,122,4,2
NJ,156,408,405-7119,no,yes,27,137,115,112,8,1
NJ,127,510,405-3309,no,no,0,91,92,128,6,0
NC,130,408,384-4938,yes,no,0,106,86,123,2,5
NM,158,408,377-2725,no,no,0,114,69,104,0,2
MS,145,510,405-6398,yes,yes,30,107,116,85,3,1
TX,90,415,355-9366,yes,yes,26,104,104,76,3,0
OK,127,510,403-1128,no,yes,27,113,102,156,5,3
ID,109,415,384-9682,no,no,0,143,105,116,2,1
AL,88,415,352-5393,no,no,0,90,87,100,3,1
WY,101,510,395-1229,no,yes,9,116,121,65,9,0
HI,171,510,361-9195,no,no,0,122,85,84,1,0
VA,21,415,351-6366,no,no,0,142,114,111,2,1
WV,145,408,346-4919,no,yes,31,94,123,109,1,2
DE,90,415,354-9068,no,no,0,124,100,80,7,2
CA,33,408,369-2743,no,no,0,115,118,86,7,1
PA,61,408,343-1347,no,yes,40,78,100,115,2,2
CO,107,415,336-5495,no,no,0,108,110,102,1,3
MD,147,408,376-4292,no,no,0,92,82,83,1,0
AL,117,510,391-8677,no,no,0,84,91,67,10,2
AL,95,415,350-7273,no,no,0,116,110,105,6,1
KS,186,510,400-6454,no,no,0,97,118,85,6,1
MI,128,415,422-3052,no,no,0,94,92,88,4,0
AK,55,408,365-6756,no,yes,39,101,117,104,1,3
OH,134,415,406-4158,no,no,0,86,100,80,2,2
IN,96,415,383-4641,no,yes,23,88,89,108,7,1
SC,107,415,368-5165,no,no,0,79,117,69,3,0
KS,123,415,378-2432,no,no,0,106,101,87,1,2
OK,35,415,362-4159,no,no,0,59,101,83,7,2
WI,74,408,363-7979,no,no,0,136,104,133,3,0
IN,130,408,334-9818,no,no,0,129,104,124,9,1
IL,137,408,352-5787,yes,no,0,103,84,81,4,0
TN,88,415,332-3617,no,no,0,116,119,96,7,1
DC,80,408,327-9957,no,no,0,90,98,80,4,3
NC,116,408,338-7527,no,yes,19,104,118,116,2,3
RI,123,510,348-8711,no,yes,23,88,105,108,3,2
MS,120,415,421-3226,no,no,0,99,109,116,3,1
VA,146,415,391-4358,yes,no,0,126,95,82,6,1
KY,106,510,379-2523,no,yes,9,100,109,86,4,3
NV,121,408,419-2369,no,yes,44,85,120,98,2,1
WI,137,510,382-1227,no,no,0,81,94,77,2,1
NH,84,408,409-5749,no,yes,30,65,108,61,3,2
NE,67,510,362-7951,no,yes,31,68,73,99,6,1
WI,161,408,415-3537,no,no,0,84,125,90,2,4
NJ,134,510,373-3959,no,yes,34,105,133,76,5,2
ME,62,415,358-1346,yes,yes,32,93,132,137,3,0
WY,120,415,381-8422,no,yes,24,81,71,128,13,1
IN,130,408,360-9005,no,yes,30,117,141,103,7,0
WI,20,408,344-5967,no,no,0,89,51,105,6,2
VT,68,415,396-6390,no,no,0,119,105,101,3,1
CA,112,415,346-5036,no,no,0,150,104,98,4,0
IN,77,408,328-7252,no,no,0,95,98,81,4,3
SC,109,415,360-1745,no,no,0,74,75,94,3,2
IN,108,415,358-2046,no,no,0,101,86,113,3,3
IA,79,415,344-6935,no,yes,17,114,93,114,2,1
MD,119,408,401-9665,no,no,0,88,79,92,3,3
MN,38,510,399-5291,no,no,0,109,97,109,3,5
AR,109,415,409-6588,no,yes,29,90,98,128,6,6
MS,78,415,358-5721,no,no,0,74,58,147,6,1
MN,134,415,414-7446,no,no,0,99,111,133,2,0
WA,47,415,329-9517,no,yes,27,89,118,95,4,2
MS,59,408,415-9553,no,yes,27,110,99,73,3,0
ID,151,415,413-3177,no,no,0,106,103,82,3,0
NC,129,415,347-5113,no,no,0,131,105,135,4,1
VA,107,510,330-2662,no,yes,27,104,152,63,7,2
MT,137,408,330-5824,yes,no,0,112,117,100,3,0
MI,76,510,411-1261,no,no,0,142,75,76,2,1
HI,24,415,329-8788,no,no,0,132,129,136,2,0
NC,169,408,333-7869,no,no,0,82,110,67,4,2
MN,30,408,399-4800,no,no,0,68,96,101,8,1
WV,70,415,402-2072,no,no,0,87,114,104,3,3
SD,52,510,403-6187,yes,no,0,118,80,53,2,0
HI,3,408,355-2872,no,no,0,99,108,87,3,4
MS,38,415,386-2970,no,no,0,114,105,98,2,2
NY,104,415,389-6081,no,no,0,108,75,91,8,3
LA,27,408,348-7556,no,no,0,105,99,122,4,1
KS,166,415,334-9163,yes,yes,28,126,76,72,5,1
MA,13,408,411-4293,no,no,0,100,79,112,8,2
AK,52,408,375-5562,no,no,0,104,83,109,4,2
SD,114,415,386-3823,no,yes,25,77,110,110,5,1
CO,156,408,364-6445,no,no,0,106,112,86,3,1
NH,90,415,383-2251,no,yes,42,66,85,97,4,0
WV,62,415,351-3169,no,no,0,122,95,106,5,2
AZ,82,415,413-6380,no,yes,33,95,128,70,6,2
ME,52,510,380-9674,no,no,0,80,101,89,4,3
NH,146,510,345-2319,no,no,0,77,100,72,6,1
RI,120,415,377-5441,no,yes,23,114,84,117,5,2
ID,130,415,358-3692,no,no,0,113,103,99,6,1
WI,90,408,400-5831,no,no,0,91,94,80,9,1
NM,147,408,357-5995,yes,no,0,113,110,87,4,1
WY,159,415,391-2159,no,no,0,68,74,111,3,0
IL,74,510,398-5954,no,yes,27,122,150,86,2,4
TX,130,408,385-6175,no,no,0,101,105,64,5,0
RI,155,408,334-2961,yes,no,0,94,108,111,3,0
MI,87,415,405-4303,no,no,0,80,89,96,4,2
OR,81,415,406-4100,no,no,0,48,82,78,5,0
VA,99,510,352-4401,no,no,0,78,120,140,9,2
SD,131,510,347-1473,no,no,0,110,101,125,11,2
AL,89,510,347-2016,no,no,0,71,68,100,4,5
MS,123,415,388-8948,yes,no,0,106,96,129,6,4
MS,130,510,402-5509,no,yes,26,108,122,118,4,1
HI,99,415,367-2598,no,no,0,90,70,95,6,1
WV,36,408,370-5001,no,no,0,144,69,146,3,1
WV,87,415,332-3693,no,no,0,91,105,109,5,3
WV,139,415,403-9766,no,no,0,130,131,108,9,2
IN,189,510,363-2407,no,no,0,80,117,69,7,1
NM,96,415,395-9214,no,yes,33,115,87,84,15,3
DE,112,408,351-8894,no,no,0,119,67,112,5,2
NC,75,408,406-5003,no,no,0,70,97,118,3,1
NM,178,415,398-1332,no,yes,35,88,65,94,3,2
SC,112,415,363-8033,no,no,0,97,94,100,2,2
NJ,108,415,333-1012,no,yes,41,110,78,103,7,0
AZ,100,510,391-6260,no,no,0,98,102,106,8,0
RI,121,510,336-1353,no,yes,20,110,120,107,2,0
SD,116,415,365-5629,no,no,0,101,95,87,6,1
NH,161,415,349-4397,no,no,0,100,74,69,4,1
AL,19,415,380-3910,yes,no,0,98,121,95,4,0
WV,104,415,354-7820,no,no,0,123,106,85,4,1
ID,119,415,338-9952,yes,yes,32,101,93,91,4,0
MD,125,415,405-1821,no,no,0,102,87,105,2,0
IN,156,510,329-8669,no,no,0,122,91,151,4,1
WY,109,415,328-8808,no,no,0,128,116,86,5,2
NH,95,510,409-3018,no,no,0,109,107,88,3,2
MN,90,408,421-5994,no,no,0,126,118,71,4,1
MA,105,415,354-4448,no,yes,21,112,43,93,3,2
NH,101,510,352-5081,no,no,0,124,101,98,4,1
MN,95,415,401-7803,no,no,0,96,116,120,2,1
IA,123,415,420-6052,no,no,0,88,111,100,4,0
NY,160,408,352-6084,no,no,0,77,117,117,2,1
AL,141,510,388-8583,no,yes,28,123,128,103,3,1
WV,87,415,415-3158,no,no,0,125,116,136,3,0
NM,81,415,402-9304,no,no,0,80,94,84,6,2
CA,75,415,341-1916,no,yes,19,90,87,102,3,4
MA,126,408,381-2745,no,yes,24,125,90,73,6,0
ME,28,415,402-5014,no,no,0,102,87,115,3,3
FL,153,415,399-8846,no,no,0,102,136,109,2,0
NH,97,408,328-9267,no,yes,32,87,113,107,6,2
IN,115,408,348-7224,no,no,0,128,74,104,4,2
WI,95,408,336-2190,no,no,0,83,65,105,6,1
MA,17,415,376-4705,yes,no,0,118,91,94,3,0
NH,105,415,381-4076,no,yes,20,114,91,104,2,1
TX,121,415,348-8464,no,no,0,100,113,79,9,2
NC,125,408,412-7020,no,no,0,89,127,73,2,2
CT,124,415,386-8432,no,no,0,98,119,81,2,2
NJ,35,408,337-1802,no,no,0,67,96,80,5,2
WY,134,510,366-1084,no,no,0,93,117,98,10,0
LA,123,510,352-4182,no,yes,32,77,78,85,2,3
NV,124,415,368-5628,no,no,0,61,111,117,6,3
WV,133,510,333-8996,no,no,0,92,97,88,3,2
AR,185,415,353-2557,no,yes,19,123,94,107,6,0
SC,1,415,356-8621,no,yes,26,68,67,113,2,1
KS,107,415,354-6942,no,no,0,108,110,148,5,1
NY,91,415,377-9829,no,yes,20,98,104,100,3,1
MI,178,408,348-4660,yes,no,0,134,78,113,2,2
MA,123,415,410-5199,no,no,0,49,117,98,11,1
UT,170,415,397-6542,no,no,0,44,144,97,4,1
HI,135,415,333-4492,no,no,0,44,109,100,2,1
PA,85,408,405-9573,no,no,0,88,105,94,3,1
OR,134,415,359-7255,no,yes,50,130,104,107,4,2
TN,148,415,419-5501,no,yes,36,141,60,115,2,1
CT,93,415,404-4809,no,no,0,101,133,103,6,1
AZ,138,415,344-6334,no,no,0,104,92,98,1,0
OR,159,510,400-1899,no,no,0,98,101,108,5,0
DE,103,415,346-5053,no,yes,34,80,108,77,7,1
MA,150,408,398-2148,no,yes,27,112,80,111,6,0
CT,37,408,347-7675,no,no,0,98,130,113,2,3
AR,33,415,411-8956,yes,no,0,99,102,104,4,0
SD,55,415,390-3761,no,no,0,130,54,83,4,1
CT,134,408,377-3876,no,yes,32,94,124,117,3,0
CT,107,408,345-2476,no,no,0,90,109,96,5,2
MA,80,408,337-7879,no,yes,36,115,78,145,4,1
MS,78,408,361-7283,no,no,0,108,126,117,5,1
MT,85,408,372-4868,no,yes,17,88,75,116,7,4
AK,61,415,346-8863,no,yes,15,106,69,137,3,2
DE,97,415,390-5267,no,yes,32,94,120,38,4,5
OH,136,408,392-1547,yes,no,0,103,113,122,9,2
MN,135,408,340-8177,no,no,0,100,84,82,9,3
CA,87,415,383-4802,no,yes,19,122,89,78,0,1
OH,165,510,378-8567,no,no,0,67,89,88,1,0
NV,148,415,406-7844,no,no,0,104,87,99,2,2
SC,99,415,402-9173,no,no,0,102,118,126,2,2
WV,123,415,352-3440,no,no,0,78,96,92,2,2
NM,127,415,363-1413,yes,no,0,87,101,122,3,1
WY,151,415,394-8861,no,no,0,89,83,100,3,0
CA,185,408,358-4036,no,no,0,92,115,79,4,1
KS,65,415,392-4680,no,yes,34,119,106,87,4,4
WY,58,510,354-2762,no,no,0,126,108,88,2,4
OK,104,415,371-5811,no,no,0,87,98,87,6,2
UT,44,415,387-2014,no,no,0,89,96,151,3,0
MA,58,408,411-6598,no,no,0,112,122,87,0,4
UT,108,415,355-9356,no,no,0,117,103,68,5,0
MN,132,510,406-4720,no,no,0,88,124,120,4,1
NE,80,415,356-7239,no,no,0,67,112,63,2,2
OH,162,415,328-8747,no,no,0,98,107,96,2,2
KY,110,510,388-9464,no,no,0,62,86,94,3,2
WA,96,415,406-2866,no,no,0,105,94,107,3,1
NY,168,408,333-5729,no,no,0,134,87,147,2,2
IN,72,510,391-1499,no,no,0,116,126,114,3,4
CO,125,408,386-8690,no,yes,23,104,115,100,3,1
DC,170,510,391-2231,no,no,0,106,70,133,3,2
AK,71,510,332-2275,no,no,0,84,129,82,4,3
SC,124,415,340-4028,no,no,0,109,152,97,12,1
KS,68,415,363-3486,no,no,0,68,123,100,6,2
UT,97,415,418-3181,no,no,0,134,0,94,6,1
IL,98,510,351-3316,yes,no,0,71,66,93,4,1
DC,24,408,369-3626,no,no,0,73,81,69,3,2
DC,136,510,353-2763,no,no,0,63,95,119,2,0
